0,1,2,3,4,5,6,7,8,9,10,11
93.0,10.0,2016.0,27000.0,1.0,0.0,0.0,21.0,1995.0,190.0,5.0,0.0
1724.0,2.0,2012.0,48000.0,1.0,1.0,0.0,23.0,1260.9155601271268,67.0,5.0,0.0
1414.0,1.0,2010.0,87400.14357952215,1.0,1.0,2.0,14.0,1995.0,147.0,5.0,0.0
1651.0,3.0,2019.0,15379.0,4.0,0.0,0.0,23.0,1199.0,83.0,5.0,7.17
925.0,9.0,2013.0,52910.0,1.0,1.0,2.0,15.0,2179.0,140.0,7.0,0.0
965.0,1.0,2017.0,30000.0,4.0,1.0,0.0,24.0,998.0,67.0,5.0,4.48
1511.0,3.0,2016.0,46630.0,1.0,0.0,0.0,21.0,1498.0,110.84771677534945,5.0,0.0
1283.0,8.0,2015.0,48000.0,1.0,0.0,0.0,17.0,2143.0,136.0,5.0,0.0
245.0,6.0,2018.0,37160.0,1.0,1.0,0.0,22.0,1498.0,98.0,5.0,0.0
222.0,3.0,2013.0,60283.0,4.0,1.0,0.0,14.0,1368.0,112.0,5.0,0.0
1305.0,4.0,2010.0,65000.0,4.0,1.0,2.0,11.0,1796.0,178.0,5.0,0.0
704.0,6.0,2016.0,21456.0,2.8143574064015837,1.0,0.0,20.0,1197.0,78.0,5.0,0.0
1131.0,7.0,2015.0,107000.0,4.0,1.0,0.0,20.0,1197.0,83.0,5.0,0.0
987.0,4.0,2005.0,92450.0,4.0,1.0,0.0,15.0,1590.0,94.0,5.0,0.0
692.0,7.0,2008.0,55410.0,4.0,1.0,0.0,19.0,1086.0,68.0,5.0,0.0
1173.0,10.0,2013.0,58653.0,1.0,1.0,0.0,25.0,1248.0,74.0,5.0,0.0
1318.0,3.0,2017.0,26493.0,1.0,0.0,0.0,19.0,2143.0,170.0,5.0,0.0
660.0,1.0,2013.0,37086.0,4.0,0.0,0.0,17.0,1591.0,121.0,5.0,0.0
82.0,1.0,2013.0,71000.0,1.0,0.0,0.0,18.0,1995.0,184.0,5.0,0.0
1030.448106167929,8.0,2014.0,80000.0,1.0,1.0,0.0,14.0,2179.0,138.0,7.0,0.0
623.0,7.0,2014.0,32000.0,1.0,1.0,0.0,22.0,1582.0,126.0,5.0,0.0
1579.0,4.0,2014.0,133944.0,1.0,1.0,2.0,18.0,1248.0,75.0,5.0,0.0
1486.0,4.0,2011.0,84062.0,1.0,1.0,0.0,20.0,1968.0,108.0,5.0,0.0
86.0,1.0,2009.0,40000.0,4.0,0.0,2.0,12.0,1995.0,154.0,5.073933134136766,0.0
1473.0,7.0,2012.0,98000.0,1.0,1.0,0.0,20.0,1199.0,73.0,5.0,0.0
59.0,6.0,2018.0,54900.16886841506,1.0,0.0,0.0,12.0,2967.0,241.0,7.0,0.0
110.0,0.0,2008.0,81000.0,1.0,0.0,2.0,18.0,1782.3472621119145,141.91985387553768,4.99996410711249,0.0
1411.0,4.0,2013.0,85000.0,1.0,1.0,0.0,20.884472566997943,1461.0,108.0,5.0,0.0
413.0,2.0,2011.0,80000.0,4.0,1.0,2.0,17.0,1497.0,118.0,5.0,0.0
1166.0,10.0,2008.0,52000.0,4.0,1.0,0.0,16.0,1298.0,88.0,5.0,0.0
153.0,2.0,2016.0,25000.0,1.0,0.0,0.0,15.0,2993.0,308.0,5.0,0.0
640.0,6.0,2017.0,37688.0,4.0,1.0,0.0,17.0,1591.0,121.0,5.0,0.0
476.0,0.0,2016.0,28500.0,4.0,1.0,0.0,18.0,1199.0,88.0,5.0,0.0
1059.0,8.0,2014.0,54569.0,1.0,1.0,0.0,20.0,1248.0,88.0,7.0,0.0
1137.0,1.0,2009.0,90000.0,1.0,1.0,2.0,19.0,1248.0,73.0,5.0,0.0
1061.0,10.0,2012.0,25000.0,4.0,1.0,0.0,16.0,1373.0,93.0,7.0,0.0
970.0,0.0,2008.0,26299.0,4.0,1.0,0.0,19.0,796.0,46.0,5.0,0.0
1355.0,5.0,2017.0,8525.0,1.0,0.0,2.0,16.0,1998.0,112.0,5.0,0.0
391.0,8.0,2014.0,30000.0,4.0,1.0,2.0,19.0,1198.0,86.0,5.0,0.0
511.0,8.0,2017.0,44000.0,1.0,1.0,0.0,19.0,1716.2257837810812,126.0,5.0,0.0
1665.0,7.0,2015.0,7445.0,4.0,1.0,0.0,17.0,1193.0,88.0,5.0,8.09
769.0,3.0,2016.0,44238.0,4.0,1.0,0.0,18.0,1197.0,81.0,5.0,0.0
571.0,4.0,2015.0,76362.0,1.0,1.0,0.0,24.0,1120.0,70.0,5.0,0.0
1764.0,1.0,2015.0,77000.0,1.0,1.0,0.0,12.77256161805201,2494.0,100.0,8.0,0.0
1733.0,1.0,2014.0,102000.0,1.0,0.0,2.0,12.0,2982.0,168.0,7.0,0.0
604.0,7.0,2007.0,43206.0,4.0,1.0,0.0,17.0,1086.0,68.99102731587868,5.0,0.0
394.0,1.0,2013.0,50000.0,4.0,1.0,0.0,19.0,1198.0,86.0,5.0,0.0
1173.0,4.0,2016.0,55746.0,1.0,1.0,0.0,22.0,1248.0,74.0,5.0,0.0
668.0,6.0,2017.0,32257.0,1.0,1.0,0.0,24.0,1120.0,71.0,5.0,0.0
357.0,8.0,2009.0,65462.0,4.0,0.0,3.0,11.0,2354.0,142.0,5.0,0.0
148.0,1.0,2015.0,69002.0,1.0,0.0,0.0,15.0,2993.0,258.0,5.0,0.0
480.0,4.0,2015.0,67000.0,1.0,1.0,0.0,27.0,1498.0,98.0,5.0,0.0
1440.0,3.0,2015.0,65668.0,1.0,1.0,0.0,19.0,1461.0,90.822151848256,5.0,0.0
1817.0,0.0,2014.0,7000.0,4.0,1.0,0.0,16.0,1198.0,74.0,5.0,0.0
1319.0,2.0,2011.0,90000.0,1.0,0.0,0.0,14.0,2143.0,167.0,5.0,0.0
1751.0,2.0,2005.0,128000.0,1.0,1.0,2.0,12.0,2494.0,102.0,8.0,0.0
1692.0,2.0,2008.0,86000.0,4.0,1.0,2.0,14.0,1798.0,138.0,5.0,0.0
1748.0,0.0,2008.0,70700.0,1.0,1.0,0.0,12.0,2494.0,100.0,8.0,0.0
524.0,6.0,2017.0,30711.0,4.0,1.0,0.0,20.0,998.0,68.0,5.0,0.0
466.0,3.0,2009.0,56927.0,4.0,1.0,0.0,13.0,1799.0,130.0,5.0,0.0
1524.0,6.0,2018.0,21488.0,4.0,0.0,0.0,14.0,1598.0,103.0,5.0,0.0
587.0,5.0,2009.0,89000.0,4.0,1.0,2.0,0.0,999.0,62.10787973458332,5.0,0.0
1322.0,5.0,2014.0,41000.0,1.0,0.0,0.0,14.0,2143.0,170.0,5.0,0.0
854.0,2.0,2017.0,29000.0,1.0,1.0,2.0,17.0,1493.0,100.0,7.0,10.52
663.0,7.0,2018.0,5000.0,4.0,1.0,0.0,17.0,1591.0,121.0,5.0,11.19
867.0,2.0,2005.0,120000.0,1.0,1.0,2.0,12.0,2609.0,116.0,8.0,0.0
1388.0,6.0,2014.0,51553.0,1.0,0.8897961321862233,0.0,21.0,1461.0,84.0,5.0,0.0
1312.0,6.0,2011.0,29813.0,4.0,0.0,2.0,14.0,1991.0,181.0,5.0,0.0
1755.0,10.0,2013.0,94000.0,1.0,1.0,0.0,12.0,2494.0,102.0,8.0,0.0
1582.0,4.0,2014.0,67000.0,1.0,1.0,0.0,22.0,1248.0,74.0,5.0,0.0
1632.0,7.0,2011.0,90000.0,1.0,1.0,2.0,13.0,2179.0,138.0,7.0,0.0
1435.0,9.0,2016.0,45000.0,1.0,0.0,0.0,19.0,1461.0,108.0,5.0,15.05
750.0,3.0,2015.0,35441.0,4.0,1.0,0.0,18.0,1197.0,83.1290676607623,5.0,0.0
147.0,9.0,2009.0,90000.0,1.0,0.0,0.0,11.0,2993.0,235.0,5.0,0.0
1178.0,2.0,2016.0,45000.0,1.0,1.0,0.0,24.0,1248.0,88.0,5.0,9.12
898.0,5.0,2010.0,105000.0,1.0,1.0,2.0,12.0,2179.0,120.0,8.0,0.0
768.0,8.0,2013.0,48454.0,4.0,1.0,2.0,17.0,1197.0,80.0,5.0,0.0
271.0,2.0,2016.0,43000.0,1.0,0.0,0.0,10.101141880553769,3198.0,197.0,7.0,0.0
446.0,8.0,2014.709361951664,38661.68753155507,4.0,0.0,0.0,18.0,1497.0,117.0,5.0,0.0
716.0,4.0,2012.0,58000.0,4.0,1.0,0.0,17.0,1197.0,80.0,5.0,0.0
1855.0,1.0,2011.0,54211.0,4.0,1.0,0.0,15.0,1598.0,103.0,5.0,0.0
79.0,5.0,2013.0,62655.0,1.0,0.0,0.0,18.0,1995.0,184.0,5.0,0.0
456.0,5.0,2017.0,35000.0,4.0,0.0,0.0,18.0,1497.0,117.0,5.0,14.67
557.0,6.0,2017.0,27643.187352029607,4.0,1.0,0.0,18.0,1197.0,81.0,5.0,7.48
830.0,9.0,2006.0,193000.0,1.0,1.0,3.0,13.0,2523.0,63.0,7.0,0.0
971.0,1.0,2003.0,69966.0,4.0,1.0,0.0,19.0,796.0,46.0,5.0,0.0
277.0,2.0,2007.0,155000.0,1.0,1.0,0.0,13.0,2499.0,141.0,7.0,0.0
291.0,4.0,2014.0,122800.0,1.0,1.0,0.0,25.0,1498.0,89.0,5.0,0.0
1732.0,8.0,2015.0,70000.0,1.0,0.0,0.0,11.0,2982.0,169.0,7.0,0.0
214.0,3.0,2015.0,44846.0,4.0,1.0,2.0,14.0,1368.0,88.0,5.0,0.0
1211.0,1.0,2015.0,25200.0,4.0,1.0,0.0,18.0,998.0,67.0,5.0,0.0
394.0,1.0,2012.0,59000.0,4.0,1.0,0.0,19.0,1198.0,86.0,5.0,0.0
385.0,0.0,2015.0,22000.0,4.0,1.0,0.0,18.0,1198.0,86.0,5.0,6.23
97.0,8.0,2011.0,75000.0,1.0,0.0,2.0,16.0,1995.0,218.0,5.0,0.0
1138.0,3.0,2015.0,33195.0,4.0,1.0,0.0,19.0,1197.0,85.0,5.0,0.0
889.3449752531396,6.0,2016.0,52378.0,4.0,1.0,0.0,17.0,1591.0,121.0,5.0,13.6
1442.0,0.0,2015.0,67000.0,1.0,1.0,2.0,19.0,1461.0,83.0,5.0,0.0
1143.0,5.0,2012.0,73000.0,1.0,1.0,0.0,23.0,1248.0,74.0,5.0,0.0
510.0,3.0,2016.0,58671.0,1.0,0.0,0.0,17.0,1582.0,126.0,5.0,0.0
18.0,9.0,2015.0,58970.0,1.0,0.0,0.0,17.0,1968.0,174.0,5.0,0.0
1196.0,10.0,2015.0,51530.0,4.0,1.0,0.0,18.0,998.0,67.0,5.0,0.0
552.0,0.0,2005.0,90000.0,4.0,1.0,2.0,15.0,1341.0,61.0,5.0,0.0
1165.0,8.0,2014.0,55000.0,4.0,0.8568451883322723,0.0,18.0,1197.0,85.0,5.0,0.0
198.0,6.0,2012.0,50619.0,4.0,1.0,0.0,18.0,995.0,62.0,5.0,0.0
597.0,0.0,2009.0,42000.0,4.0,1.0,0.0,17.0,1086.0,62.0,5.0,0.0
1092.0,4.0,2010.0,68000.0,1.0,1.0,2.0,21.0,1248.0,73.0,5.0,0.0
1173.0,4.0,2016.0,64000.0,1.0,1.0,0.0,22.0,1248.0,74.0,5.0,0.0
1361.0,4.0,2007.0,78000.0,1.0,1.0,2.0,10.0,2835.0,107.0,6.0,0.0
1664.0,9.0,2017.0,27768.0,1.0,1.0,0.0,20.0,1248.0,88.0,5.0,10.06
390.0,2.0,2013.0,42320.0,4.0,1.0,0.0,19.0,1198.0,86.0,5.0,0.0
510.0,6.0,2016.0,38593.0,1.0,0.0,0.0,17.0,1582.0,126.0,5.0,0.0
582.0,9.0,2014.0,58000.0,1.0,0.0,0.0,11.0,2199.0,194.0,7.0,0.0
1296.0,8.0,2018.0,6000.0,1.0,0.0,0.0,11.0,3151.131416945236,258.0,5.79637501292035,1.02
1102.0,8.0,2015.0,16607.0,1.0,1.0,0.0,22.0,1598.0,118.0,5.0,0.0
1000.04995183348,0.0,2014.0,34670.0,4.0,1.0,0.0,15.0,1196.0,73.0,7.0,4.71
78.0,9.0,2014.0,69330.0,1.0,0.0,0.0,16.0,1995.0,181.0,5.0,0.0
1672.0,8.0,2014.0,67000.0,4.0,0.0,0.0,19.0,2494.0,158.0,5.0,0.0
391.0,7.0,2013.0,32807.0,4.0,1.0,0.0,19.0,1198.0,86.0,5.0,0.0
259.0,9.0,2013.0,90000.0,1.0,1.0,0.0,22.0,1498.0,89.0,5.431435786716278,0.0
750.0,0.0,2014.0,30180.0,4.0,1.0,0.0,18.0,1197.0,82.0,5.0,0.0
924.0,9.0,2015.0,76000.0,1.0,1.0,2.0,16.0,2179.0,140.0,7.0,0.0
761.0,4.0,2014.0668459001527,14061.0,1.0,1.0,0.0,21.0,1396.0,88.0,5.0,0.0
64.0,9.0,2014.0,50000.0,1.0,0.0,0.0,11.0,4134.0,335.0,7.0,0.0
380.0,1.0,2015.0,79000.0,4.0,1.0,0.0,18.0,1198.0,86.0,5.0,0.0
469.0,1.0,2010.0,61700.0,4.0,1.0,0.0,14.0,1799.0,130.0,5.0,0.0
1317.0,2.0,2010.0,34000.0,4.0,1.0,0.0,11.0,1796.0,178.0,5.0,0.0
1546.0,4.0,2010.0,54000.0,4.0,0.0,0.0,7.845320950985524,3021.8676365998035,262.0,5.0,0.0
1293.0,4.0,2016.0,50000.0,1.0,0.0,0.0,17.0,2143.0,201.0,5.0,79.43
565.0,1.0,2016.0,25000.0,4.0,1.0,0.0,18.0,1197.0,82.0,5.0,0.0
1089.0,4.0,2013.0,80264.0,4.0,1.0,0.0,21.0,1197.0,85.0,5.0,0.0
1165.0,10.0,2012.0,48772.0,4.0,1.0,0.0,18.0,1197.0,85.0,5.0,0.0
460.0,10.0,2017.0,29000.0,4.0,1.0,0.0074326262146939825,17.0,1497.0,117.0,5.0,12.68
869.0,9.0,2005.0,90000.0,1.0,1.0,0.0,10.0,2179.0,120.0,8.0,0.0
1251.0,5.0,2013.0,60000.0,1.0,0.0,0.0,10.0,2148.0,170.0,5.0,0.0
256.0,6.0,2014.0,71390.0,1.684405694395192,1.0,0.0,22.0,1498.0,89.0,5.0,0.0
138.0,1.0,2014.6577564347658,98000.0,1.0,0.0,0.0,18.0,1995.0,190.0,5.0,0.0
924.0,0.0,2016.0,120000.0,1.0,1.0,0.0,15.0,2179.0,140.0,7.0,0.0
1024.680526641243,5.0,2014.0,88511.0,1.0,1.0,0.0,16.0,2179.0,140.0,7.0,0.0
105.0,1.0,2014.0,32000.0,1.0,0.0,0.0,18.0,1995.0,190.0,5.0,0.0
1831.0,5.0,2011.0,46000.0,4.0,1.0,0.0,16.0,1198.0,73.0,5.0,0.0
83.0,4.0,2007.0,74199.0,1.0,0.0,0.0,16.0,1995.0,181.0,5.0,0.0
636.0,6.0,2017.0,41534.0,4.0,1.0,0.0,17.0,1591.0,121.0,5.0,0.0
571.0,6.0,2014.0,51134.0,1.0,1.0,0.0,24.0,1120.0,70.0,5.0,0.0
917.0,0.0,2015.0,53392.0,1.0,1.0,0.0,16.0,2179.0,140.0,7.0,0.0
1491.0,0.0,2011.0,68000.0,1.0,0.0,0.0,15.0,1896.0,106.0,5.0,0.0
1583.0,4.0,2013.0,99500.0,1.0,1.0,2.0,22.0,1248.0,74.0,5.0,0.0
387.0,0.0,2017.0,20000.0,4.0,0.0,0.0,16.0,1198.0,86.0,5.0,8.05
1828.0,0.0,2014.0,20364.0,4.0,0.0,2.0,17.0,1459.454504871046,103.0,5.0,0.0
679.0,5.0,2017.0,28360.0,4.0,1.0,0.0,19.0,1197.0,81.0,5.0,0.0
1200.0,0.0,2013.0,25755.0,0.0,1.0,0.0,26.0,998.0,58.0,5.0,0.0
1127.0,0.0,2012.0,83000.0,4.0,1.0,0.0,17.0,1197.0,85.0,5.0,0.0
1008.0,10.0,2015.0,42000.0,1.0,1.0,0.0,27.0,793.0,47.0,5.0,0.0
1773.0,0.0,2016.0,25121.0,1.0,1.0,0.0,13.0,2393.0,147.0,7.0,23.06
300.0,4.0,2012.0,45122.0,1.0,1.0,0.0,23.0,1498.0,88.0,5.0,0.0
1026.0,4.0,2016.0,62287.0,1.0,1.0,0.0,28.0,1248.0,88.0,5.0,0.0
1324.0,4.0,2014.0,51355.0,1.0,0.0,0.0,14.0,2143.0,170.0,5.0,0.0
472.0,1.0,2016.0,22700.0,4.0,1.0,0.0,18.0,1199.0,88.0,5.0,0.0
698.0,4.0,2010.0,70600.0,4.0,1.0,0.0,20.0,1197.0,78.0,5.0,0.0
725.0,7.0,2011.0,38277.0,1.0,1.0,0.0,21.0,1396.0,90.0,5.0,0.0
733.0,1.0,2009.0,66000.0,4.0,1.0,2.0,17.0,1197.0,80.0,5.0,0.0
575.0,0.0,2016.0,9000.0,4.0,0.0,0.0,18.0,1197.0,82.0,5.0,0.0
1211.0,7.0,2016.0,12501.0,4.0,1.0,0.0,20.0,998.0,67.0,5.0,0.0
1787.0,4.0,2016.0,18456.0,4.0,1.0,0.0,17.0,1198.0,73.0,5.0,0.0
31.0,3.0,2018.0,48367.0,1.0,0.0,0.0,17.0,1968.0,174.0,5.0,0.0
93.0,1.0,2016.0,70000.0,1.0,0.0,2.0,21.0,1995.0,190.0,5.0,62.11
480.0,4.0,2016.0,45671.0,1.0,1.0,0.0,27.0,1498.0,98.0,5.0,0.0
544.0,0.0,2015.0,28133.0,4.0,1.0,0.0,18.0,1197.0,81.0,5.0,0.0
1499.0,9.0,2013.0,58410.0,1.0,0.6312242600811295,0.0,19.0,1968.0,141.0,5.0,0.0
718.0,3.0,2018.0,22684.0,4.0,1.0,0.0,18.0,1197.0,81.0,5.0,0.0
917.0,3.0,2016.0,56532.0,1.0,1.0,0.0,16.0,2179.0,140.0,7.0,0.0
1677.0,3.0,2013.0,63854.0,1.0,1.0,0.0,21.0,1364.0,86.0,5.0,19.27
1394.0,2.0,2014.0,79200.0,1.0,1.0,0.0,22.0,1461.0,84.0,5.0,0.0
1159.0,10.0,2012.0,65000.0,1.0,1.0,0.0,22.0,1248.0,74.0,5.0,0.0
1624.0,3.0,2017.0,14149.0,4.0,1.0,0.0,23.0,624.0,37.0,4.0,0.0
1515.0,4.0,2016.0,41000.0,1.0,1.0,0.0,21.0,1498.0,103.0,5.0,0.0
1812.0,7.0,2014.9993569349174,72000.0,1.0,0.0,0.0,18.0,1968.0,167.0,5.0,0.0
7.0,10.0,2013.0,82002.0,1.0,0.0,2.0,16.0,1968.0,147.0,5.0,0.0
374.0,8.0,2016.0,19000.0,4.0,0.0,0.0,15.0,1198.0,86.0,5.0,0.0
170.0,0.0,2014.0,54890.0,4.0,1.0,2.0,17.0,1199.0,76.0,5.0,0.0
1100.0,4.0,2015.0,61313.0,1.0,1.0,0.0,23.0,1248.0,88.0,5.0,0.0
1810.0,0.0,2010.0,60000.0,4.0,1.0,3.0,14.0,1798.0,160.0,5.0,0.0
759.3124066099517,7.0,2013.0,42000.0,1.0,1.0,0.0,22.0,1582.0,126.0,5.0,0.0
1192.0,1.0,2011.0,71000.0,4.0,1.0,0.0,20.0,998.0,67.0,5.0,0.0
452.0,3.0,2019.0,23882.0,4.0,1.0,0.0,17.0,1497.0,117.0,5.0,0.0
1351.0,9.0,2014.0,35165.0,1.0,0.0,0.23491581284565655,23.0,1998.0,112.0,5.0,0.0
1194.0,0.0,2007.0,50000.0,4.0,1.0,2.0,17.0,1061.0,64.0,5.0,0.0
1728.0,10.0,2016.0,58456.36668983102,1.0,0.0,2.0,12.0,2755.0,174.0,7.0,34.45
230.0,2.0,2014.0,50000.0,1.0,1.0,0.0,17.0,2200.0,139.0,7.0,0.0
528.0,4.0,2011.0,68128.0,4.0,1.0,0.0,21.0,814.0,55.0,5.0,0.0
367.0,7.0,2013.0,38755.0,1.0,1.0,0.0,25.0,1498.0,98.0,5.0,0.0
654.0,4.0,2011.0,104000.0,1.0,0.0,0.0,19.0,1582.0,126.0,5.0,0.0
1487.0,1.0,2010.0,85000.0,4.0,1.0,0.0,17.0,1798.0,118.51890653488022,5.0,0.0
